year_month,avg_price_m2,listing_count,price_std,median_price_m2,prev_month_price,price_change,price_change_pct
2022-7,127.51906318082789,2,81.55221182802366,69.8529411764706,,,0.0
2025-2,148.94945605357967,47,134.6408013053057,126.72413793103448,127.51906318082789,21.43039287275178,16.805638575279133
2025-3,132.61024666346154,10335,97.66588121738143,110.0,148.94945605357967,-16.33920939011813,-10.96963347368025
2025-4,143.41558954366602,19620,107.11671747125249,117.5,132.61024666346154,10.805342880204478,8.148196049756464
2025-5,169.41192042400843,10141,126.48494339151333,132.22222222222223,143.41558954366602,25.996330880342413,18.126572545606876
