year_month,avg_price_m2,listing_count,price_std,median_price_m2,prev_month_price,price_change,price_change_pct
2025-2,261.0946114628697,51,99.53239792176342,232.14285714285714,,,0.0
2025-3,240.62145978039865,11133,143.72581307333286,209.21052631578948,261.0946114628697,-20.47315168247104,-7.841276986822278
2025-4,244.14753694922746,19642,134.00609541205435,213.88888888888889,240.62145978039865,3.526077168828806,1.46540427942165
2025-5,272.7830405782231,10332,145.47690782164025,234.84848484848484,244.14753694922746,28.63550362899565,11.728770229187544
